model,accuracy,balanced_accuracy,macro_f1,weighted_f1,log_loss
pre_game,0.4768786173134822,0.4523357876330453,0.4012466242563589,0.5364038147059494,1.0194900742963515
post_game,0.7114939183275096,0.7105925280729358,0.5969656184739855,0.7515230036172189,0.756832022940741
